srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,dscp,firstTime,flast,blast,class
192.168.2.110,1980,192.168.5.122,110,6,8,369,15,752,40,46,56,6,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,369,15,752,4,10,0,0,328,616,0,1276321470,1276321470,1276321470,normal
192.168.4.119,4607,204.13.161.71,443,6,29,2275,40,44846,40,78,180,50,40,1121,1500,580,0,0,2,0,0,0,2,0,3,3,3,3,0,0,0,0,0,29,2275,40,44846,11,14,0,0,1168,1604,0,1276321467,1276321470,1276321470,normal
192.168.4.119,4606,204.13.161.71,443,6,83,6475,123,155566,40,78,222,50,40,1264,1500,446,0,0,1,0,0,0,2,0,6,6,6,6,0,0,0,0,0,83,6475,123,155566,31,42,0,0,3328,4924,0,1276321464,1276321470,1276321470,normal
192.168.4.121,52011,192.168.5.122,80,6,69,5140,209,246044,40,74,222,42,40,1177,1500,472,5,1,95,11,95,0,95,6,106,106,106,106,0,0,0,0,0,69,5140,209,246044,29,66,0,0,2772,8384,0,1276321365,1276321471,1276321471,normal
192.168.4.119,4609,204.13.161.71,443,6,22,1995,27,26787,40,90,158,51,40,992,1500,612,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,22,1995,27,26787,11,11,0,0,888,1084,0,1276321470,1276321472,1276321472,normal
192.168.2.108,1397,92.52.75.103,80,6,22,1150,30,37438,40,52,183,38,40,1247,1420,447,0,4,100,21,100,3,100,18,103,103,103,103,0,0,0,0,0,22,1150,30,37438,2,2,0,0,888,1208,0,1276321370,1276321473,1276321473,normal
192.168.2.108,1398,85.232.60.28,80,6,33,1600,54,69303,40,48,146,26,40,1283,1500,500,0,3,100,17,0,1,100,13,105,105,105,105,0,0,0,0,0,33,1600,54,69303,3,3,0,0,1328,2168,0,1276321370,1276321475,1276321475,normal
192.168.2.108,1396,69.192.24.88,80,6,266,12176,464,663228,40,45,122,17,40,1429,1500,282,0,0,100,6,100,0,100,4,107,107,107,107,0,0,0,0,0,266,12176,464,663228,24,63,0,0,10760,18568,0,1276321369,1276321476,1276321476,normal
192.168.2.108,1400,69.192.24.88,80,6,119,5406,209,295070,40,45,98,16,40,1411,1500,313,0,0,100,9,100,0,100,6,103,103,103,103,0,0,0,0,0,119,5406,209,295070,11,29,0,0,4768,8368,0,1276321373,1276321476,1276321476,normal
192.168.4.121,52048,65.54.81.121,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,3,16,6,3,1,3,1,19,19,19,19,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321460,1276321479,1276321463,normal
192.168.4.121,52042,69.192.24.166,80,6,6,345,4,548,40,57,133,37,40,137,416,186,0,20,100,44,100,33,100,57,100,100,100,100,0,0,0,0,0,6,345,4,548,1,1,0,0,252,172,0,1276321380,1276321480,1276321480,normal
192.168.4.121,52051,65.54.81.33,80,6,8,907,8,7445,40,113,615,202,40,930,1500,736,2,0,3,1,3,0,3,1,5,5,5,5,0,0,0,0,0,8,907,8,7445,1,1,0,0,332,332,0,1276321479,1276321484,1276321482,normal
192.168.4.119,4611,192.168.5.122,110,6,8,369,15,752,40,46,56,6,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,369,15,752,4,10,0,0,328,616,0,1276321493,1276321493,1276321493,normal
192.168.4.121,52050,65.54.81.44,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,4,17,7,3,1,3,1,20,20,20,20,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321475,1276321495,1276321478,normal
192.168.2.113,4837,216.185.43.230,80,6,10,481,12,13426,40,48,113,22,40,1118,1500,651,0,11,100,33,0,9,100,30,100,100,100,100,0,0,0,0,0,10,481,12,13426,1,1,0,0,408,488,0,1276321396,1276321496,1276321496,normal
192.168.1.104,16437,216.27.18.244,80,6,104,6328,158,216370,40,60,181,47,40,1369,1500,361,1,1,99,9,101,0,101,8,105,105,105,105,0,0,0,0,0,104,6328,158,216370,17,17,0,0,4168,6328,0,1276321395,1276321500,1276321500,normal
192.168.2.108,1402,192.168.5.122,110,6,8,367,15,752,40,45,55,5,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,15,752,4,10,0,0,328,616,0,1276321501,1276321501,1276321501,normal
192.168.4.121,52052,65.54.81.165,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321490,1276321505,1276321493,normal
192.168.2.113,4842,216.185.43.230,80,6,16,741,23,27579,40,46,133,23,40,1199,1500,588,1,6,99,25,0,4,101,21,102,102,102,102,0,0,0,0,0,16,741,23,27579,1,1,0,0,648,928,0,1276321413,1276321515,1276321515,normal
192.168.2.113,4846,216.185.43.230,80,6,10,482,12,12276,40,48,114,23,40,1023,1500,705,0,11,101,33,0,9,101,30,101,101,101,101,0,0,0,0,0,10,482,12,12276,1,1,0,0,408,488,0,1276321418,1276321519,1276321519,normal
192.168.4.121,52053,65.54.81.121,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321505,1276321520,1276321508,normal
192.168.2.113,4849,72.14.204.148,80,6,7,573,5,872,40,81,187,68,40,174,500,201,0,16,100,40,1,25,100,49,101,101,101,101,0,0,0,0,0,7,573,5,872,2,2,0,0,288,208,0,1276321421,1276321522,1276321522,normal
192.168.2.113,4848,142.166.14.79,80,6,189,8872,334,463857,40,46,158,21,40,1388,1500,333,0,0,100,7,100,0,100,5,104,104,104,104,0,0,0,0,0,189,8872,334,463857,18,32,0,0,7568,13368,0,1276321420,1276321524,1276321524,normal
192.168.2.113,4852,142.166.14.72,80,6,27,1570,40,44266,40,58,154,38,40,1106,1500,609,0,3,100,19,100,2,100,16,102,102,102,102,0,0,0,0,0,27,1570,40,44266,5,10,0,0,1088,1608,0,1276321422,1276321524,1276321524,normal
192.168.2.113,4855,168.75.65.92,80,6,6,360,3,737,40,60,152,45,40,245,653,352,0,20,99,44,100,50,100,70,100,100,100,100,0,0,0,0,0,6,360,3,737,1,1,0,0,248,124,0,1276321424,1276321524,1276321524,normal
192.168.2.113,4856,142.166.14.77,80,6,6,364,4,643,40,60,156,46,40,160,515,236,0,20,99,44,100,33,100,57,100,100,100,100,0,0,0,0,0,6,364,4,643,1,1,0,0,248,168,0,1276321424,1276321524,1276321524,normal
192.168.4.121,52049,65.55.15.123,80,6,5,813,2,1136,40,162,641,267,44,568,1092,741,1,15,61,30,1,1,1,0,62,62,62,62,0,0,0,0,0,5,813,2,1136,1,1,0,0,212,84,0,1276321463,1276321525,1276321464,normal
192.168.1.104,16450,208.111.161.254,80,6,17,1617,23,9856,40,95,147,41,40,428,1071,456,0,4,69,17,3,3,69,14,73,73,73,73,0,0,0,0,0,17,1617,23,9856,11,10,0,0,688,928,0,1276321454,1276321527,1276321527,normal
192.168.1.104,16452,208.92.68.28,80,6,7,460,6,2184,40,65,138,41,40,364,1500,587,0,12,68,27,5,14,68,29,73,73,73,73,0,0,0,0,0,7,460,6,2184,2,1,0,0,288,248,0,1276321455,1276321528,1276321528,normal
192.168.1.104,16453,208.111.160.6,80,6,7,478,6,2426,40,68,147,46,40,404,1500,608,0,12,70,28,3,14,70,30,73,73,73,73,0,0,0,0,0,7,478,6,2426,2,1,0,0,288,248,0,1276321455,1276321528,1276321528,normal
192.168.1.104,16454,208.111.161.254,80,6,10,877,11,3164,40,87,153,49,40,287,761,343,0,8,70,23,3,7,70,22,73,73,73,73,0,0,0,0,0,10,877,11,3164,5,4,0,0,408,448,0,1276321455,1276321528,1276321528,normal
131.202.240.218,54271,192.168.5.122,80,6,5,384,5,1038,52,76,168,51,52,207,822,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,384,5,1038,1,1,0,0,268,268,0,1276321532,1276321532,1276321532,normal
192.168.4.121,52054,65.54.81.46,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321520,1276321535,1276321523,normal
192.168.2.113,4857,216.185.43.230,80,6,11,522,14,15263,40,47,114,22,40,1090,1500,672,0,10,100,31,0,7,100,27,100,100,100,100,0,0,0,0,0,11,522,14,15263,1,1,0,0,448,568,0,1276321436,1276321536,1276321536,normal
192.168.1.101,4367,192.168.5.122,110,6,8,367,19,912,40,45,55,5,40,48,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,19,912,4,10,0,0,328,776,0,1276321542,1276321542,1276321542,normal
192.168.4.121,52055,65.54.81.44,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321535,1276321550,1276321538,normal
192.168.4.118,4771,192.168.4.119,139,6,11,1429,10,1200,40,129,304,88,40,120,327,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1200,8,8,0,0,448,408,0,1276321552,1276321552,1276321552,normal
192.168.4.118,4772,192.168.4.119,139,6,11,1429,10,1155,40,129,304,88,40,115,327,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1155,8,8,0,0,448,408,0,1276321552,1276321552,1276321552,normal
192.168.1.104,16436,216.109.86.150,80,6,44,2174,75,93687,40,49,160,29,40,1249,1420,422,0,3,100,17,100,2,100,13,159,159,159,159,0,0,0,0,0,44,2174,75,93687,4,4,0,0,1768,3004,0,1276321395,1276321554,1276321554,normal
192.168.1.104,16447,69.192.16.80,443,6,8,592,7,3503,40,74,202,62,40,500,1500,685,0,14,100,37,100,16,100,40,100,100,100,100,0,0,0,0,0,8,592,7,3503,2,3,0,0,328,288,0,1276321454,1276321554,1276321554,normal
192.168.1.104,16443,216.109.86.150,443,6,43,3488,71,70324,40,81,358,67,40,990,1420,591,0,2,100,15,100,1,100,11,101,101,101,101,0,0,0,0,0,43,3488,71,70324,14,21,0,0,1728,2844,0,1276321453,1276321554,1276321554,normal
192.168.1.104,16462,192.168.1.101,139,6,11,1429,10,1119,40,129,304,88,40,111,327,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1119,8,8,0,0,448,408,0,1276321557,1276321557,1276321557,normal
192.168.4.121,52056,65.54.81.165,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321550,1276321565,1276321553,normal
192.168.4.119,4608,204.13.161.71,443,6,42,2915,59,73724,40,69,180,47,40,1249,1500,492,0,2,100,15,100,1,100,13,103,103,103,103,0,0,0,0,0,42,2915,59,73724,12,16,0,0,1688,2364,0,1276321470,1276321573,1276321573,normal
192.168.4.119,4610,204.13.161.71,443,6,19,1509,21,24374,40,79,185,53,40,1160,1500,538,0,5,100,23,100,5,100,22,101,101,101,101,0,0,0,0,0,19,1509,21,24374,7,7,0,0,768,844,0,1276321472,1276321573,1276321573,normal
192.168.4.121,52057,65.54.81.46,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321565,1276321580,1276321568,normal
192.168.2.112,1133,192.168.5.122,110,6,8,369,15,752,40,46,56,6,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,369,15,752,4,10,0,0,328,616,0,1276321585,1276321585,1276321585,normal
192.168.4.121,52058,65.54.81.46,80,6,6,848,5,379,40,141,636,242,40,75,207,73,3,3,12,5,3,3,12,5,15,15,15,15,0,0,0,0,0,6,848,5,379,1,1,0,0,252,212,0,1276321580,1276321595,1276321595,normal
192.168.2.109,4085,192.168.2.113,139,6,11,1429,10,1119,40,129,304,88,40,111,327,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1119,8,8,0,0,448,408,0,1276321598,1276321598,1276321598,normal
192.168.4.121,52059,65.54.81.46,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321595,1276321610,1276321598,normal
192.168.4.118,4776,202.53.21.212,80,6,5,295,5,724,40,59,127,38,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,295,5,724,1,1,0,0,208,208,0,1276321620,1276321620,1276321620,normal
192.168.4.118,4778,202.210.143.140,80,6,5,306,5,434,40,61,138,43,40,86,266,100,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,306,5,434,1,1,0,0,208,208,0,1276321621,1276321622,1276321622,normal
192.168.4.118,4779,125.6.164.43,80,6,5,273,4,558,40,54,105,28,40,139,430,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,273,4,558,1,1,0,0,208,168,0,1276321622,1276321622,1276321622,normal
192.168.4.118,4781,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321624,1276321624,1276321624,normal
192.168.4.121,52060,65.54.81.121,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321610,1276321625,1276321613,normal
192.168.4.118,4782,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321624,1276321625,1276321625,normal
192.168.4.118,4783,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321625,1276321626,1276321626,normal
192.168.4.118,4780,125.6.164.41,80,6,23,988,36,46945,40,42,100,12,40,1304,1500,495,2,0,2,0,2,0,2,0,4,4,4,4,0,0,0,0,0,23,988,36,46945,1,4,0,0,928,1448,0,1276321622,1276321626,1276321626,normal
192.168.4.118,4784,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321626,1276321626,1276321627,normal
192.168.2.106,3408,79.110.90.53,80,6,7,364,7,5182,40,52,116,28,40,740,1500,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,364,7,5182,1,1,0,0,288,284,0,1276321627,1276321627,1276321627,normal
192.168.2.106,3407,79.110.88.15,80,6,11,556,15,16707,40,50,148,32,40,1113,1500,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,556,15,16707,1,2,0,0,448,604,0,1276321627,1276321627,1276321627,normal
192.168.2.106,3409,79.110.90.53,80,6,6,327,7,3292,40,54,119,31,40,470,1500,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,327,7,3292,1,1,0,0,248,284,0,1276321627,1276321627,1276321627,normal
192.168.4.118,4785,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321627,1276321628,1276321628,normal
192.168.2.106,3410,79.110.88.15,80,6,17,766,27,35994,40,45,118,18,40,1333,1500,466,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,17,766,27,35994,1,4,0,0,688,1084,0,1276321627,1276321628,1276321628,normal
192.168.4.118,4786,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321628,1276321628,1276321628,normal
192.168.4.118,4787,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321629,1276321630,1276321630,normal
192.168.4.118,4788,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321630,1276321630,1276321630,normal
192.168.4.118,4789,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321631,1276321631,1276321632,normal
192.168.4.118,4790,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321631,1276321632,1276321632,normal
192.168.4.118,4791,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321633,1276321633,1276321634,normal
192.168.4.118,4792,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321633,1276321634,1276321634,normal
192.168.4.118,4793,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321635,1276321635,1276321635,normal
192.168.4.118,4794,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321635,1276321636,1276321636,normal
192.168.4.118,4795,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321636,1276321637,1276321637,normal
192.168.4.118,4796,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321637,1276321637,1276321638,normal
192.168.4.118,4798,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321639,1276321639,1276321640,normal
192.168.4.121,52061,65.54.81.44,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321625,1276321640,1276321628,normal
192.168.4.118,4799,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321640,1276321641,1276321641,normal
192.168.4.118,4800,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321641,1276321641,1276321641,normal
192.168.4.118,4801,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321642,1276321643,1276321643,normal
192.168.4.118,4802,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321643,1276321643,1276321643,normal
192.168.4.118,4803,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321644,1276321644,1276321645,normal
192.168.4.118,4805,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321644,1276321645,1276321645,normal
192.168.4.118,4806,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321646,1276321646,1276321646,normal
192.168.4.118,4807,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321646,1276321647,1276321647,normal
192.168.4.118,4808,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321648,1276321648,1276321648,normal
192.168.4.118,4809,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321648,1276321649,1276321649,normal
192.168.4.118,4810,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321650,1276321650,1276321650,normal
192.168.4.118,4811,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321650,1276321650,1276321651,normal
192.168.4.118,4812,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321651,1276321652,1276321652,normal
